Issue key,Issue id,Summary,Issue Type,Status,Status Category,Project key,Project name,Priority,Resolution,Assignee,Reporter,Creator,Parent key,Parent summary,Team Name,Sprint,Created,Updated,Resolved,Due date,Custom field (Domain),Custom field (Story Points),Custom field (Solution Architect),Original estimate
MDG-101,100101,Integrate Stewardship Workflow user role,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,11/Jun/26 12:00 AM,11/Jun/26 12:00 AM,,25/Jun/26 12:00 AM,,,Priya Nandakumar,57600
MDG-102,100102,Design Stewardship Workflow conversion rule,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,17/Jun/26 12:00 AM,17/Jun/26 12:00 AM,,28/Jul/26 12:00 AM,,,Priya Nandakumar,43200
MDG-103,100103,Refactor Stewardship Workflow reconciliation,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,14/May/26 12:00 AM,24/Jul/26 12:00 AM,,30/Jul/26 12:00 AM,,,Marta Kowalski,968400
MDG-104,100104,Onboard Integration reporting extract,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,24/Aug/26 12:00 AM,24/Aug/26 12:00 AM,,17/Dec/26 12:00 AM,,,Priya Nandakumar,97200
MDG-105,100105,Validate Integration audit trail,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,02/Jul/26 12:00 AM,05/Jul/26 12:00 AM,,27/Aug/26 12:00 AM,,,Hiroshi Tanaka,234000
MDG-106,100106,Reconcile Integration test script,Task,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/Apr/26 12:00 AM,29/Aug/26 12:00 AM,29/Aug/26 12:00 AM,26/Apr/27 12:00 AM,,,Hiroshi Tanaka,162000
MDG-107,100107,Design Integration cutover task,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,24/Apr/26 12:00 AM,25/Aug/26 12:00 AM,,17/Jul/26 12:00 AM,,,Daniel Osei,630000
MDG-108,100108,Test Integration master record,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,04/Jul/26 12:00 AM,08/Aug/26 12:00 AM,,20/Jul/26 12:00 AM,,,Daniel Osei,68400
MDG-109,100109,Onboard Stewardship Workflow interface,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,09/Jun/26 12:00 AM,09/Jun/26 12:00 AM,,02/Jul/26 12:00 AM,,,Hiroshi Tanaka,32400
MDG-110,100110,Integrate Stewardship Workflow data model,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,11/Jun/26 12:00 AM,11/Jun/26 12:00 AM,,11/Aug/26 12:00 AM,,,Hiroshi Tanaka,460800
MDG-111,100111,Decommission Stewardship Workflow user role,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,01/Jul/26 12:00 AM,01/Jul/26 12:00 AM,,29/Jul/26 12:00 AM,,,Daniel Osei,194400
MDG-112,100112,Document Integration interface,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/Apr/26 12:00 AM,06/May/26 12:00 AM,06/May/26 12:00 AM,01/Jul/26 12:00 AM,,,Hiroshi Tanaka,129600
MDG-113,100113,Reconcile Integration API contract,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/Jun/26 12:00 AM,01/Jun/26 12:00 AM,,29/Jul/26 12:00 AM,,,Daniel Osei,345600
MDG-114,100114,Refactor Integration interface,Task,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,04/Apr/26 12:00 AM,02/May/26 12:00 AM,02/May/26 12:00 AM,29/Apr/26 12:00 AM,,,Priya Nandakumar,136800
MDG-115,100115,Migrate Data Quality Rules audit trail,Story,Descoped,Done,MDG,SAP MDG,P3 - Medium,Won't Do,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/Apr/26 12:00 AM,08/Apr/26 12:00 AM,,08/May/26 12:00 AM,,,Daniel Osei,356400
MDG-116,100116,Automate Stewardship Workflow conversion rule,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,29/Jun/26 12:00 AM,29/Jun/26 12:00 AM,,29/Sep/26 12:00 AM,,,Marta Kowalski,108000
MDG-117,100117,Design Data Quality Rules batch job,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,02/Apr/26 12:00 AM,18/Apr/26 12:00 AM,18/Apr/26 12:00 AM,17/Apr/26 12:00 AM,,,Hiroshi Tanaka,194400
MDG-118,100118,Configure Stewardship Workflow API contract,Task,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,20/Jun/26 12:00 AM,06/Aug/26 12:00 AM,,21/Oct/26 12:00 AM,,,Priya Nandakumar,140400
MDG-119,100119,Onboard Stewardship Workflow master record,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,07/Jun/26 12:00 AM,01/Sep/26 12:00 AM,,19/Oct/26 12:00 AM,,,Daniel Osei,64800
MDG-120,100120,Reconcile Data Quality Rules conversion rule,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,12/Jul/26 12:00 AM,12/Jul/26 12:00 AM,,05/Sep/26 12:00 AM,,,Daniel Osei,72000
MDG-121,100121,Integrate Stewardship Workflow audit trail,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,31/May/26 12:00 AM,19/Aug/26 12:00 AM,,01/Jul/26 12:00 AM,,,Hiroshi Tanaka,61200
MDG-122,100122,Refactor Integration conversion rule,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,18/Apr/26 12:00 AM,18/Apr/26 12:00 AM,,23/Jun/26 12:00 AM,,,Marta Kowalski,108000
MDG-123,100123,Refactor Integration training module,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,13/May/26 12:00 AM,09/Aug/26 12:00 AM,,27/Jun/26 12:00 AM,,,Priya Nandakumar,57600
MDG-124,100124,Onboard Stewardship Workflow master record,Story,Descoped,Done,MDG,SAP MDG,P3 - Medium,Won't Do,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,28/Apr/26 12:00 AM,21/May/26 12:00 AM,,19/May/26 12:00 AM,,,Hiroshi Tanaka,129600
MDG-125,100125,Reconcile Stewardship Workflow reporting extract,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,19/May/26 12:00 AM,14/Aug/26 12:00 AM,,05/Jan/27 12:00 AM,,,Marta Kowalski,122400
MDG-126,100126,Build Integration cutover task,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,23/Jun/26 12:00 AM,08/Aug/26 12:00 AM,,19/Jul/26 12:00 AM,,,Hiroshi Tanaka,104400
MDG-127,100127,Configure Stewardship Workflow API contract,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,17/May/26 12:00 AM,31/May/26 12:00 AM,,06/Jun/26 12:00 AM,,,Marta Kowalski,104400
MDG-128,100128,Reconcile Stewardship Workflow cutover task,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,05/Jun/26 12:00 AM,26/Aug/26 12:00 AM,,27/Aug/26 12:00 AM,,,Priya Nandakumar,50400
MDG-129,100129,Test Integration master record,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,01/Apr/26 12:00 AM,25/May/26 12:00 AM,25/May/26 12:00 AM,24/May/26 12:00 AM,,,Hiroshi Tanaka,68400
MDG-130,100130,Test Integration master record,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/May/26 12:00 AM,01/May/26 12:00 AM,,14/Oct/26 12:00 AM,,,Daniel Osei,18000
MDG-131,100131,Integrate Data Quality Rules data model,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/May/26 12:00 AM,24/May/26 12:00 AM,,01/Jul/26 12:00 AM,,,Hiroshi Tanaka,79200
MDG-132,100132,Integrate Stewardship Workflow conversion rule,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,14/May/26 12:00 AM,14/May/26 12:00 AM,,29/Jun/26 12:00 AM,,,Priya Nandakumar,36000
MDG-133,100133,Migrate Integration test script,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,23/Apr/26 12:00 AM,19/Aug/26 12:00 AM,,07/Jul/26 12:00 AM,,,Marta Kowalski,93600
MDG-134,100134,Integrate Integration test script,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,26/Jun/26 12:00 AM,26/Jun/26 12:00 AM,,20/Sep/26 12:00 AM,,,Priya Nandakumar,46800
MDG-135,100135,Build Data Quality Rules reconciliation,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,23/Jul/26 12:00 AM,13/Aug/26 12:00 AM,,10/Oct/26 12:00 AM,,,Priya Nandakumar,14400
MDG-136,100136,Validate Data Quality Rules batch job,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,29/Apr/26 12:00 AM,11/May/26 12:00 AM,,27/Jun/26 12:00 AM,,,Hiroshi Tanaka,655200
RLT-1,100001,HCP,Initiative,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,,Priya Nandakumar,Priya Nandakumar,,,Master Data,,,,,,,,,
RLT-2,100002,HCO,Initiative,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,,Priya Nandakumar,Priya Nandakumar,,,Master Data,,,,,,,,,
RLT-3,100003,Product,Initiative,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,,Priya Nandakumar,Priya Nandakumar,,,Master Data,,,,,,,,,
RLT-4,100004,Golden Record,Epic,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,,Priya Nandakumar,Priya Nandakumar,RLT-1,HCP,Master Data,,,,,,,,,
RLT-5,100005,Survivorship Rules,Epic,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,,Priya Nandakumar,Priya Nandakumar,RLT-2,HCO,Master Data,,,,,,,,,
RLT-6,100006,Legacy Retirement,Epic,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,,Priya Nandakumar,Priya Nandakumar,RLT-3,Product,Master Data,,,,,,,,,
RLT-7,100007,Migrate Golden Record cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,18/Nov/24 12:00 AM,18/Dec/24 12:00 AM,18/Dec/24 12:00 AM,22/Dec/24 12:00 AM,,,Hiroshi Tanaka,54000
RLT-8,100008,Refactor Legacy Retirement interface,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,07/Feb/25 12:00 AM,09/Mar/25 12:00 AM,09/Mar/25 12:00 AM,06/Mar/25 12:00 AM,,,Priya Nandakumar,50400
RLT-9,100009,Document Legacy Retirement data model,Story,Descoped,Done,RLT,Reltio - MDM,P3 - Medium,Won't Do,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,14/Jul/26 12:00 AM,29/Aug/26 12:00 AM,,28/Aug/26 12:00 AM,,,Priya Nandakumar,230400
RLT-10,100010,Onboard Golden Record master record,Task,Blocked,In Progress,RLT,Reltio - MDM,P3 - Medium,,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,21/Oct/24 12:00 AM,11/Jul/26 12:00 AM,,29/Nov/24 12:00 AM,,,Sean Gallagher,108000
RLT-11,100011,Validate Survivorship Rules conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,26/May/25 12:00 AM,09/Sep/25 12:00 AM,09/Sep/25 12:00 AM,15/Aug/25 12:00 AM,,,Lucia Ferrari,54000
RLT-12,100012,Test Legacy Retirement test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,27/Jul/25 12:00 AM,03/Sep/25 12:00 AM,03/Sep/25 12:00 AM,31/Aug/25 12:00 AM,,,Hiroshi Tanaka,230400
RLT-13,100013,Reconcile Legacy Retirement reconciliation,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,20/Dec/24 12:00 AM,23/Aug/26 12:00 AM,,10/Jan/25 12:00 AM,,,Marta Kowalski,129600
RLT-14,100014,Automate Legacy Retirement reconciliation,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,14/Dec/25 12:00 AM,29/Dec/25 12:00 AM,29/Dec/25 12:00 AM,27/Dec/25 12:00 AM,,,Hiroshi Tanaka,25200
RLT-15,100015,Test Golden Record user role,Story,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,27/Nov/25 12:00 AM,08/May/26 12:00 AM,,06/Jan/26 12:00 AM,,,Priya Nandakumar,7200
RLT-16,100016,Reconcile Survivorship Rules test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,06/Apr/25 12:00 AM,21/Apr/25 12:00 AM,21/Apr/25 12:00 AM,22/Apr/25 12:00 AM,,,Sean Gallagher,25200
RLT-17,100017,Build Legacy Retirement approval workflow,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,25/May/25 12:00 AM,06/Jul/25 12:00 AM,06/Jul/25 12:00 AM,12/Jul/25 12:00 AM,,,Priya Nandakumar,147600
RLT-18,100018,Refactor Golden Record cutover task,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,29/Apr/26 12:00 AM,18/Jun/26 12:00 AM,18/Jun/26 12:00 AM,24/Jun/26 12:00 AM,,,Hiroshi Tanaka,194400
RLT-19,100019,Deploy Survivorship Rules test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,21/Jun/26 12:00 AM,11/Aug/26 12:00 AM,11/Aug/26 12:00 AM,18/Aug/26 12:00 AM,,,Priya Nandakumar,18000
RLT-20,100020,Migrate Legacy Retirement reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,30/Jul/26 12:00 AM,16/Aug/26 12:00 AM,16/Aug/26 12:00 AM,21/Aug/26 12:00 AM,,,Hiroshi Tanaka,154800
RLT-21,100021,Integrate Survivorship Rules API contract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,17/Feb/26 12:00 AM,10/Apr/26 12:00 AM,10/Apr/26 12:00 AM,09/Apr/26 12:00 AM,,,Amara Okafor,151200
RLT-22,100022,Integrate Legacy Retirement dashboard,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,27/Feb/25 12:00 AM,03/Apr/25 12:00 AM,03/Apr/25 12:00 AM,05/Apr/25 12:00 AM,,,Amara Okafor,302400
RLT-23,100023,Refactor Legacy Retirement interface,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,17/Sep/24 12:00 AM,07/Oct/24 12:00 AM,07/Oct/24 12:00 AM,13/Oct/24 12:00 AM,,,Daniel Osei,201600
RLT-24,100024,Deploy Golden Record audit trail,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,15/Jun/25 12:00 AM,11/Jul/25 12:00 AM,11/Jul/25 12:00 AM,07/Jul/25 12:00 AM,,,Marta Kowalski,291600
RLT-25,100025,Automate Survivorship Rules reporting extract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,01/Mar/25 12:00 AM,09/Apr/25 12:00 AM,09/Apr/25 12:00 AM,21/Apr/25 12:00 AM,,,Marta Kowalski,133200
RLT-26,100026,Refactor Survivorship Rules data model,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,07/Dec/25 12:00 AM,26/Dec/25 12:00 AM,26/Dec/25 12:00 AM,01/Jan/26 12:00 AM,,,Hiroshi Tanaka,129600
RLT-27,100027,Decommission Survivorship Rules audit trail,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,28/Apr/25 12:00 AM,02/Jun/25 12:00 AM,02/Jun/25 12:00 AM,13/Jun/25 12:00 AM,,,Marta Kowalski,64800
RLT-28,100028,Automate Survivorship Rules API contract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,06/Apr/26 12:00 AM,16/Jun/26 12:00 AM,16/Jun/26 12:00 AM,01/Jun/26 12:00 AM,,,Marta Kowalski,180000
RLT-29,100029,Deploy Survivorship Rules batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,12/Apr/25 12:00 AM,04/Jun/25 12:00 AM,04/Jun/25 12:00 AM,09/Jun/25 12:00 AM,,,Hiroshi Tanaka,25200
RLT-30,100030,Design Survivorship Rules data model,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,07/May/25 12:00 AM,07/Jun/25 12:00 AM,07/Jun/25 12:00 AM,14/Jun/25 12:00 AM,,,Priya Nandakumar,75600
RLT-31,100031,Integrate Survivorship Rules test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,06/Feb/26 12:00 AM,12/Mar/26 12:00 AM,12/Mar/26 12:00 AM,09/Mar/26 12:00 AM,,,Hiroshi Tanaka,140400
RLT-32,100032,Build Survivorship Rules data model,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,19/Oct/25 12:00 AM,08/Nov/25 12:00 AM,08/Nov/25 12:00 AM,11/Nov/25 12:00 AM,,,Priya Nandakumar,306000
RLT-33,100033,Document Legacy Retirement master record,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,16/Feb/25 12:00 AM,09/Mar/25 12:00 AM,09/Mar/25 12:00 AM,07/Mar/25 12:00 AM,,,Hiroshi Tanaka,57600
RLT-34,100034,Decommission Legacy Retirement user role,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,30/Dec/25 12:00 AM,11/Jan/26 12:00 AM,11/Jan/26 12:00 AM,08/Jan/26 12:00 AM,,,Daniel Osei,205200
RLT-35,100035,Integrate Survivorship Rules cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,16/Sep/25 12:00 AM,20/Oct/25 12:00 AM,20/Oct/25 12:00 AM,29/Oct/25 12:00 AM,,,Sean Gallagher,72000
RLT-36,100036,Automate Golden Record conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,06/Oct/24 12:00 AM,19/Nov/24 12:00 AM,19/Nov/24 12:00 AM,04/Dec/24 12:00 AM,,,Priya Nandakumar,208800
RLT-37,100037,Document Golden Record approval workflow,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,14/Jul/25 12:00 AM,11/Aug/25 12:00 AM,11/Aug/25 12:00 AM,05/Aug/25 12:00 AM,,,Daniel Osei,43200
RLT-38,100038,Deploy Golden Record audit trail,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,19/Jun/26 12:00 AM,06/Jul/26 12:00 AM,06/Jul/26 12:00 AM,03/Jul/26 12:00 AM,,,Priya Nandakumar,165600
RLT-39,100039,Design Golden Record test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,06/Jan/25 12:00 AM,05/Feb/25 12:00 AM,05/Feb/25 12:00 AM,08/Feb/25 12:00 AM,,,Sean Gallagher,79200
RLT-40,100040,Refactor Legacy Retirement reporting extract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,28/Apr/25 12:00 AM,03/Jul/25 12:00 AM,03/Jul/25 12:00 AM,20/Jun/25 12:00 AM,,,Priya Nandakumar,28800
RLT-41,100041,Migrate Survivorship Rules cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,02/Feb/25 12:00 AM,24/Mar/25 12:00 AM,24/Mar/25 12:00 AM,31/Mar/25 12:00 AM,,,Daniel Osei,75600
RLT-42,100042,Document Legacy Retirement user role,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,02/Sep/25 12:00 AM,01/Oct/25 12:00 AM,01/Oct/25 12:00 AM,06/Oct/25 12:00 AM,,,Priya Nandakumar,284400
RLT-43,100043,Decommission Golden Record dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,05/May/26 12:00 AM,16/Aug/26 12:00 AM,16/Aug/26 12:00 AM,16/Aug/26 12:00 AM,,,Amara Okafor,36000
RLT-44,100044,Migrate Legacy Retirement dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,14/Nov/24 12:00 AM,18/Apr/25 12:00 AM,18/Apr/25 12:00 AM,19/May/25 12:00 AM,,,Priya Nandakumar,21600
RLT-45,100045,Reconcile Survivorship Rules training module,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,13/Apr/26 12:00 AM,05/May/26 12:00 AM,05/May/26 12:00 AM,01/May/26 12:00 AM,,,Marta Kowalski,122400
